Sheet,Cell,Formula
04_Zangge_Valuation,D10,='02_Shared_Julong'!D10*'07_Assumptions'!$B$5+'03_Zangge_Unique'!D13+'03_Zangge_Unique'!D20
04_Zangge_Valuation,E10,='02_Shared_Julong'!E10*'07_Assumptions'!$B$5+'03_Zangge_Unique'!E13+'03_Zangge_Unique'!E20
04_Zangge_Valuation,F10,='02_Shared_Julong'!F10*'07_Assumptions'!$B$5+'03_Zangge_Unique'!F13+'03_Zangge_Unique'!F20
04_Zangge_Valuation,G10,='02_Shared_Julong'!G10*'07_Assumptions'!$B$5+'03_Zangge_Unique'!G13+'03_Zangge_Unique'!G20
04_Zangge_Valuation,H10,='02_Shared_Julong'!H10*'07_Assumptions'!$B$5+'03_Zangge_Unique'!H13+'03_Zangge_Unique'!H20
04_Zangge_Valuation,I10,='02_Shared_Julong'!I10*'07_Assumptions'!$B$5+'03_Zangge_Unique'!I13+'03_Zangge_Unique'!I20
04_Zangge_Valuation,J10,='02_Shared_Julong'!J10*'07_Assumptions'!$B$5+'03_Zangge_Unique'!J13+'03_Zangge_Unique'!J20
04_Zangge_Valuation,K10,='02_Shared_Julong'!K10*'07_Assumptions'!$B$5+'03_Zangge_Unique'!K13+'03_Zangge_Unique'!K20
04_Zangge_Valuation,B11,='02_Shared_Julong'!B12*'07_Assumptions'!$B$5+'03_Zangge_Unique'!B13+'03_Zangge_Unique'!B20
04_Zangge_Valuation,C11,='02_Shared_Julong'!C12*'07_Assumptions'!$B$5+'03_Zangge_Unique'!C13+'03_Zangge_Unique'!C20
04_Zangge_Valuation,D11,='02_Shared_Julong'!D12*'07_Assumptions'!$B$5+'03_Zangge_Unique'!D13+'03_Zangge_Unique'!D20
04_Zangge_Valuation,E11,='02_Shared_Julong'!E12*'07_Assumptions'!$B$5+'03_Zangge_Unique'!E13+'03_Zangge_Unique'!E20
04_Zangge_Valuation,F11,='02_Shared_Julong'!F12*'07_Assumptions'!$B$5+'03_Zangge_Unique'!F13+'03_Zangge_Unique'!F20
04_Zangge_Valuation,G11,='02_Shared_Julong'!G12*'07_Assumptions'!$B$5+'03_Zangge_Unique'!G13+'03_Zangge_Unique'!G20
04_Zangge_Valuation,H11,='02_Shared_Julong'!H12*'07_Assumptions'!$B$5+'03_Zangge_Unique'!H13+'03_Zangge_Unique'!H20
04_Zangge_Valuation,I11,='02_Shared_Julong'!I12*'07_Assumptions'!$B$5+'03_Zangge_Unique'!I13+'03_Zangge_Unique'!I20
04_Zangge_Valuation,J11,='02_Shared_Julong'!J12*'07_Assumptions'!$B$5+'03_Zangge_Unique'!J13+'03_Zangge_Unique'!J20
04_Zangge_Valuation,K11,='02_Shared_Julong'!K12*'07_Assumptions'!$B$5+'03_Zangge_Unique'!K13+'03_Zangge_Unique'!K20
04_Zangge_Valuation,B12,"=MIN(B7*50%,B11*65%)"
04_Zangge_Valuation,C12,"=MIN(C7*50%,C11*65%)"
04_Zangge_Valuation,D12,"=MIN(D7*50%,D11*65%)"
04_Zangge_Valuation,E12,"=MIN(E7*50%,E11*65%)"
04_Zangge_Valuation,F12,"=MIN(F7*50%,F11*65%)"
04_Zangge_Valuation,G12,"=MIN(G7*50%,G11*65%)"
04_Zangge_Valuation,H12,"=MIN(H7*50%,H11*65%)"
04_Zangge_Valuation,I12,"=MIN(I7*50%,I11*65%)"
04_Zangge_Valuation,J12,"=MIN(J7*50%,J11*65%)"
04_Zangge_Valuation,K12,"=MIN(K7*50%,K11*65%)"
04_Zangge_Valuation,B13,=B12/'07_Assumptions'!$B$9
04_Zangge_Valuation,C13,=C12/'07_Assumptions'!$B$9
04_Zangge_Valuation,D13,=D12/'07_Assumptions'!$B$9
04_Zangge_Valuation,E13,=E12/'07_Assumptions'!$B$9
04_Zangge_Valuation,F13,=F12/'07_Assumptions'!$B$9
04_Zangge_Valuation,G13,=G12/'07_Assumptions'!$B$9
04_Zangge_Valuation,H13,=H12/'07_Assumptions'!$B$9
04_Zangge_Valuation,I13,=I12/'07_Assumptions'!$B$9
04_Zangge_Valuation,J13,=J12/'07_Assumptions'!$B$9
04_Zangge_Valuation,K13,=K12/'07_Assumptions'!$B$9
04_Zangge_Valuation,B17,=('02_Shared_Julong'!B16*'07_Assumptions'!$B$5+'03_Zangge_Unique'!B24+'03_Zangge_Unique'!B27+2.403)/'07_Assumptions'!$B$9
04_Zangge_Valuation,C17,=('02_Shared_Julong'!C16*'07_Assumptions'!$B$5+'03_Zangge_Unique'!C24+'03_Zangge_Unique'!C27+2.403)/'07_Assumptions'!$B$9
04_Zangge_Valuation,D17,=('02_Shared_Julong'!D16*'07_Assumptions'!$B$5+'03_Zangge_Unique'!D24+'03_Zangge_Unique'!D27+2.403)/'07_Assumptions'!$B$9
04_Zangge_Valuation,E17,=('02_Shared_Julong'!E16*'07_Assumptions'!$B$5+'03_Zangge_Unique'!E24+'03_Zangge_Unique'!E27+2.403)/'07_Assumptions'!$B$9
04_Zangge_Valuation,F17,=('02_Shared_Julong'!F16*'07_Assumptions'!$B$5+'03_Zangge_Unique'!F24+'03_Zangge_Unique'!F27+2.403)/'07_Assumptions'!$B$9
04_Zangge_Valuation,G17,=('02_Shared_Julong'!G16*'07_Assumptions'!$B$5+'03_Zangge_Unique'!G24+'03_Zangge_Unique'!G27+2.403)/'07_Assumptions'!$B$9
05_Zijin_Assets,B6,=B4*1000*B5
05_Zijin_Assets,C6,=C4*1000*C5
05_Zijin_Assets,D6,=D4*1000*D5
05_Zijin_Assets,E6,=E4*1000*E5
05_Zijin_Assets,F6,=F4*1000*F5
05_Zijin_Assets,G6,=G4*1000*G5
05_Zijin_Assets,H6,=H4*1000*H5
05_Zijin_Assets,I6,=I4*1000*I5
05_Zijin_Assets,J6,=J4*1000*J5
05_Zijin_Assets,K6,=K4*1000*K5
05_Zijin_Assets,B7,='02_Shared_Julong'!B4*'07_Assumptions'!$B$6
05_Zijin_Assets,C7,='02_Shared_Julong'!C4*'07_Assumptions'!$B$6
05_Zijin_Assets,D7,='02_Shared_Julong'!D4*'07_Assumptions'!$B$6
05_Zijin_Assets,E7,='02_Shared_Julong'!E4*'07_Assumptions'!$B$6
05_Zijin_Assets,F7,='02_Shared_Julong'!F4*'07_Assumptions'!$B$6
05_Zijin_Assets,G7,='02_Shared_Julong'!G4*'07_Assumptions'!$B$6
05_Zijin_Assets,H7,='02_Shared_Julong'!H4*'07_Assumptions'!$B$6
05_Zijin_Assets,I7,='02_Shared_Julong'!I4*'07_Assumptions'!$B$6
05_Zijin_Assets,J7,='02_Shared_Julong'!J4*'07_Assumptions'!$B$6
05_Zijin_Assets,K7,='02_Shared_Julong'!K4*'07_Assumptions'!$B$6
05_Zijin_Assets,B10,=B8*B9
05_Zijin_Assets,C10,=C8*C9
05_Zijin_Assets,D10,=D8*D9
05_Zijin_Assets,E10,=E8*E9
05_Zijin_Assets,F10,=F8*F9
05_Zijin_Assets,G10,=G8*G9
05_Zijin_Assets,H10,=H8*H9
05_Zijin_Assets,I10,=I8*I9
05_Zijin_Assets,J10,=J8*J9
05_Zijin_Assets,K10,=K8*K9
05_Zijin_Assets,B13,=B11*B12
05_Zijin_Assets,C13,=C11*C12
05_Zijin_Assets,D13,=D11*D12
05_Zijin_Assets,E13,=E11*E12
05_Zijin_Assets,F13,=F11*F12
05_Zijin_Assets,G13,=G11*G12
05_Zijin_Assets,H13,=H11*H12
05_Zijin_Assets,I13,=I11*I12
05_Zijin_Assets,J13,=J11*J12
05_Zijin_Assets,K13,=K11*K12
05_Zijin_Assets,B14,=B6-B7-B10-B13
05_Zijin_Assets,C14,=C6-C7-C10-C13
05_Zijin_Assets,D14,=D6-D7-D10-D13
05_Zijin_Assets,E14,=E6-E7-E10-E13
05_Zijin_Assets,F14,=F6-F7-F10-F13
05_Zijin_Assets,G14,=G6-G7-G10-G13
05_Zijin_Assets,H14,=H6-H7-H10-H13
05_Zijin_Assets,I14,=I6-I7-I10-I13
05_Zijin_Assets,J14,=J6-J7-J10-J13
05_Zijin_Assets,K14,=K6-K7-K10-K13
05_Zijin_Assets,B15,='01_Copper_Market'!B11
05_Zijin_Assets,C15,='01_Copper_Market'!C11
05_Zijin_Assets,D15,='01_Copper_Market'!D11
05_Zijin_Assets,E15,='01_Copper_Market'!E11
05_Zijin_Assets,F15,='01_Copper_Market'!F11
05_Zijin_Assets,G15,='01_Copper_Market'!G11
05_Zijin_Assets,H15,='01_Copper_Market'!H11
05_Zijin_Assets,I15,='01_Copper_Market'!I11
05_Zijin_Assets,J15,='01_Copper_Market'!J11
05_Zijin_Assets,K15,='01_Copper_Market'!K11
05_Zijin_Assets,B16,='02_Shared_Julong'!B8*'07_Assumptions'!$B$6
05_Zijin_Assets,C16,='02_Shared_Julong'!C8*'07_Assumptions'!$B$6
05_Zijin_Assets,D16,='02_Shared_Julong'!D8*'07_Assumptions'!$B$6
05_Zijin_Assets,E16,='02_Shared_Julong'!E8*'07_Assumptions'!$B$6
05_Zijin_Assets,F16,='02_Shared_Julong'!F8*'07_Assumptions'!$B$6
05_Zijin_Assets,G16,='02_Shared_Julong'!G8*'07_Assumptions'!$B$6
05_Zijin_Assets,H16,='02_Shared_Julong'!H8*'07_Assumptions'!$B$6
05_Zijin_Assets,I16,='02_Shared_Julong'!I8*'07_Assumptions'!$B$6
05_Zijin_Assets,J16,='02_Shared_Julong'!J8*'07_Assumptions'!$B$6
05_Zijin_Assets,K16,='02_Shared_Julong'!K8*'07_Assumptions'!$B$6
05_Zijin_Assets,B17,='02_Shared_Julong'!B10*'07_Assumptions'!$B$6
05_Zijin_Assets,C17,='02_Shared_Julong'!C10*'07_Assumptions'!$B$6
05_Zijin_Assets,D17,='02_Shared_Julong'!D10*'07_Assumptions'!$B$6
05_Zijin_Assets,E17,='02_Shared_Julong'!E10*'07_Assumptions'!$B$6
05_Zijin_Assets,F17,='02_Shared_Julong'!F10*'07_Assumptions'!$B$6
05_Zijin_Assets,G17,='02_Shared_Julong'!G10*'07_Assumptions'!$B$6
05_Zijin_Assets,H17,='02_Shared_Julong'!H10*'07_Assumptions'!$B$6
05_Zijin_Assets,I17,='02_Shared_Julong'!I10*'07_Assumptions'!$B$6
05_Zijin_Assets,J17,='02_Shared_Julong'!J10*'07_Assumptions'!$B$6
05_Zijin_Assets,K17,='02_Shared_Julong'!K10*'07_Assumptions'!$B$6
05_Zijin_Assets,B22,=B18*1000*B15*'07_Assumptions'!$B$13/1000000000
05_Zijin_Assets,C22,=C18*1000*C15*'07_Assumptions'!$B$13/1000000000
05_Zijin_Assets,D22,=D18*1000*D15*'07_Assumptions'!$B$13/1000000000
05_Zijin_Assets,E22,=E18*1000*E15*'07_Assumptions'!$B$13/1000000000
05_Zijin_Assets,F22,=F18*1000*F15*'07_Assumptions'!$B$13/1000000000
05_Zijin_Assets,G22,=G18*1000*G15*'07_Assumptions'!$B$13/1000000000
05_Zijin_Assets,H22,=H18*1000*H15*'07_Assumptions'!$B$13/1000000000
05_Zijin_Assets,I22,=I18*1000*I15*'07_Assumptions'!$B$13/1000000000
05_Zijin_Assets,J22,=J18*1000*J15*'07_Assumptions'!$B$13/1000000000
05_Zijin_Assets,K22,=K18*1000*K15*'07_Assumptions'!$B$13/1000000000
05_Zijin_Assets,B23,=B18*1000*B19*2204.62262*'01_Copper_Market'!B12/1000000000
05_Zijin_Assets,C23,=C18*1000*C19*2204.62262*'01_Copper_Market'!C12/1000000000
05_Zijin_Assets,D23,=D18*1000*D19*2204.62262*'01_Copper_Market'!D12/1000000000
05_Zijin_Assets,E23,=E18*1000*E19*2204.62262*'01_Copper_Market'!E12/1000000000
05_Zijin_Assets,F23,=F18*1000*F19*2204.62262*'01_Copper_Market'!F12/1000000000
05_Zijin_Assets,G23,=G18*1000*G19*2204.62262*'01_Copper_Market'!G12/1000000000
05_Zijin_Assets,H23,=H18*1000*H19*2204.62262*'01_Copper_Market'!H12/1000000000
05_Zijin_Assets,I23,=I18*1000*I19*2204.62262*'01_Copper_Market'!I12/1000000000
05_Zijin_Assets,J23,=J18*1000*J19*2204.62262*'01_Copper_Market'!J12/1000000000
05_Zijin_Assets,K23,=K18*1000*K19*2204.62262*'01_Copper_Market'!K12/1000000000
05_Zijin_Assets,B24,=B18*1000*B20*2204.62262*'01_Copper_Market'!B12/1000000000
05_Zijin_Assets,C24,=C18*1000*C20*2204.62262*'01_Copper_Market'!C12/1000000000
05_Zijin_Assets,D24,=D18*1000*D20*2204.62262*'01_Copper_Market'!D12/1000000000
05_Zijin_Assets,E24,=E18*1000*E20*2204.62262*'01_Copper_Market'!E12/1000000000
05_Zijin_Assets,F24,=F18*1000*F20*2204.62262*'01_Copper_Market'!F12/1000000000
05_Zijin_Assets,G24,=G18*1000*G20*2204.62262*'01_Copper_Market'!G12/1000000000
05_Zijin_Assets,H24,=H18*1000*H20*2204.62262*'01_Copper_Market'!H12/1000000000
05_Zijin_Assets,I24,=I18*1000*I20*2204.62262*'01_Copper_Market'!I12/1000000000
05_Zijin_Assets,J24,=J18*1000*J20*2204.62262*'01_Copper_Market'!J12/1000000000
05_Zijin_Assets,K24,=K18*1000*K20*2204.62262*'01_Copper_Market'!K12/1000000000
05_Zijin_Assets,B25,=B22-B23-B24
06_Zijin_Valuation,B5,='05_Zijin_Assets'!B69
06_Zijin_Valuation,C5,='05_Zijin_Assets'!C69
06_Zijin_Valuation,D5,='05_Zijin_Assets'!D69
06_Zijin_Valuation,E5,='05_Zijin_Assets'!E69
06_Zijin_Valuation,F5,='05_Zijin_Assets'!F69
06_Zijin_Valuation,G5,='05_Zijin_Assets'!G69
06_Zijin_Valuation,H5,='05_Zijin_Assets'!H69
06_Zijin_Valuation,I5,='05_Zijin_Assets'!I69
06_Zijin_Valuation,J5,='05_Zijin_Assets'!J69
06_Zijin_Valuation,K5,='05_Zijin_Assets'!K69
06_Zijin_Valuation,B6,=B5/B4
06_Zijin_Valuation,C6,=C5/C4
06_Zijin_Valuation,D6,=D5/D4
06_Zijin_Valuation,E6,=E5/E4
06_Zijin_Valuation,F6,=F5/F4
06_Zijin_Valuation,G6,=G5/G4
06_Zijin_Valuation,H6,=H5/H4
06_Zijin_Valuation,I6,=I5/I4
06_Zijin_Valuation,J6,=J5/J4
06_Zijin_Valuation,K6,=K5/K4
06_Zijin_Valuation,B7,='05_Zijin_Assets'!B70
06_Zijin_Valuation,C7,='05_Zijin_Assets'!C70
06_Zijin_Valuation,D7,='05_Zijin_Assets'!D70
06_Zijin_Valuation,E7,='05_Zijin_Assets'!E70
06_Zijin_Valuation,F7,='05_Zijin_Assets'!F70
06_Zijin_Valuation,G7,='05_Zijin_Assets'!G70
06_Zijin_Valuation,H7,='05_Zijin_Assets'!H70
06_Zijin_Valuation,I7,='05_Zijin_Assets'!I70
06_Zijin_Valuation,J7,='05_Zijin_Assets'!J70
06_Zijin_Valuation,K7,='05_Zijin_Assets'!K70
06_Zijin_Valuation,B9,=B5*B8/B4
06_Zijin_Valuation,C9,=C5*C8/C4
06_Zijin_Valuation,D9,=D5*D8/D4
06_Zijin_Valuation,E9,=E5*E8/E4
06_Zijin_Valuation,F9,=F5*F8/F4
06_Zijin_Valuation,G9,=G5*G8/G4
06_Zijin_Valuation,H9,=H5*H8/H4
06_Zijin_Valuation,I9,=I5*I8/I4
06_Zijin_Valuation,J9,=J5*J8/J4
06_Zijin_Valuation,K9,=K5*K8/K4
06_Zijin_Valuation,B14,='05_Zijin_Assets'!C17/(1+'07_Assumptions'!$B$4)^1+'05_Zijin_Assets'!D17/(1+'07_Assumptions'!$B$4)^2+'05_Zijin_Assets'!E17/(1+'07_Assumptions'!$B$4)^3+'05_Zijin_Assets'!F17/(1+'07_Assumptions'!$B$4)^4+'05_Zijin_Assets'!G17/(1+'07_Assumptions'!$B$4)^5+'05_Zijin_Assets'!H17/(1+'07_Assumptions'!$B$4)^6+'05_Zijin_Assets'!I17/(1+'07_Assumptions'!$B$4)^7+'05_Zijin_Assets'!J17/(1+'07_Assumptions'!$B$4)^8+'05_Zijin_Assets'!K17/(1+'07_Assumptions'!$B$4)^9+'05_Zijin_Assets'!$K$17*'07_Assumptions'!$C$27/(1+'07_Assumptions'!$B$4)^9
06_Zijin_Valuation,C14,='05_Zijin_Assets'!D17/(1+'07_Assumptions'!$B$4)^1+'05_Zijin_Assets'!E17/(1+'07_Assumptions'!$B$4)^2+'05_Zijin_Assets'!F17/(1+'07_Assumptions'!$B$4)^3+'05_Zijin_Assets'!G17/(1+'07_Assumptions'!$B$4)^4+'05_Zijin_Assets'!H17/(1+'07_Assumptions'!$B$4)^5+'05_Zijin_Assets'!I17/(1+'07_Assumptions'!$B$4)^6+'05_Zijin_Assets'!J17/(1+'07_Assumptions'!$B$4)^7+'05_Zijin_Assets'!K17/(1+'07_Assumptions'!$B$4)^8+'05_Zijin_Assets'!$K$17*'07_Assumptions'!$C$27/(1+'07_Assumptions'!$B$4)^8
06_Zijin_Valuation,D14,='05_Zijin_Assets'!E17/(1+'07_Assumptions'!$B$4)^1+'05_Zijin_Assets'!F17/(1+'07_Assumptions'!$B$4)^2+'05_Zijin_Assets'!G17/(1+'07_Assumptions'!$B$4)^3+'05_Zijin_Assets'!H17/(1+'07_Assumptions'!$B$4)^4+'05_Zijin_Assets'!I17/(1+'07_Assumptions'!$B$4)^5+'05_Zijin_Assets'!J17/(1+'07_Assumptions'!$B$4)^6+'05_Zijin_Assets'!K17/(1+'07_Assumptions'!$B$4)^7+'05_Zijin_Assets'!$K$17*'07_Assumptions'!$C$27/(1+'07_Assumptions'!$B$4)^7
06_Zijin_Valuation,E14,='05_Zijin_Assets'!F17/(1+'07_Assumptions'!$B$4)^1+'05_Zijin_Assets'!G17/(1+'07_Assumptions'!$B$4)^2+'05_Zijin_Assets'!H17/(1+'07_Assumptions'!$B$4)^3+'05_Zijin_Assets'!I17/(1+'07_Assumptions'!$B$4)^4+'05_Zijin_Assets'!J17/(1+'07_Assumptions'!$B$4)^5+'05_Zijin_Assets'!K17/(1+'07_Assumptions'!$B$4)^6+'05_Zijin_Assets'!$K$17*'07_Assumptions'!$C$27/(1+'07_Assumptions'!$B$4)^6
06_Zijin_Valuation,F14,='05_Zijin_Assets'!G17/(1+'07_Assumptions'!$B$4)^1+'05_Zijin_Assets'!H17/(1+'07_Assumptions'!$B$4)^2+'05_Zijin_Assets'!I17/(1+'07_Assumptions'!$B$4)^3+'05_Zijin_Assets'!J17/(1+'07_Assumptions'!$B$4)^4+'05_Zijin_Assets'!K17/(1+'07_Assumptions'!$B$4)^5+'05_Zijin_Assets'!$K$17*'07_Assumptions'!$C$27/(1+'07_Assumptions'!$B$4)^5
06_Zijin_Valuation,G14,='05_Zijin_Assets'!H17/(1+'07_Assumptions'!$B$4)^1+'05_Zijin_Assets'!I17/(1+'07_Assumptions'!$B$4)^2+'05_Zijin_Assets'!J17/(1+'07_Assumptions'!$B$4)^3+'05_Zijin_Assets'!K17/(1+'07_Assumptions'!$B$4)^4+'05_Zijin_Assets'!$K$17*'07_Assumptions'!$C$27/(1+'07_Assumptions'!$B$4)^4
06_Zijin_Valuation,H14,='05_Zijin_Assets'!I17/(1+'07_Assumptions'!$B$4)^1+'05_Zijin_Assets'!J17/(1+'07_Assumptions'!$B$4)^2+'05_Zijin_Assets'!K17/(1+'07_Assumptions'!$B$4)^3+'05_Zijin_Assets'!$K$17*'07_Assumptions'!$C$27/(1+'07_Assumptions'!$B$4)^3
06_Zijin_Valuation,I14,='05_Zijin_Assets'!J17/(1+'07_Assumptions'!$B$4)^1+'05_Zijin_Assets'!K17/(1+'07_Assumptions'!$B$4)^2+'05_Zijin_Assets'!$K$17*'07_Assumptions'!$C$27/(1+'07_Assumptions'!$B$4)^2
06_Zijin_Valuation,J14,='05_Zijin_Assets'!K17/(1+'07_Assumptions'!$B$4)^1+'05_Zijin_Assets'!$K$17*'07_Assumptions'!$C$27/(1+'07_Assumptions'!$B$4)^1
06_Zijin_Valuation,K14,='05_Zijin_Assets'!K17*'07_Assumptions'!$C$27
06_Zijin_Valuation,B15,='05_Zijin_Assets'!C28/(1+'07_Assumptions'!$B$4)^1+'05_Zijin_Assets'!D28/(1+'07_Assumptions'!$B$4)^2+'05_Zijin_Assets'!E28/(1+'07_Assumptions'!$B$4)^3+'05_Zijin_Assets'!F28/(1+'07_Assumptions'!$B$4)^4+'05_Zijin_Assets'!G28/(1+'07_Assumptions'!$B$4)^5+'05_Zijin_Assets'!H28/(1+'07_Assumptions'!$B$4)^6+'05_Zijin_Assets'!I28/(1+'07_Assumptions'!$B$4)^7+'05_Zijin_Assets'!J28/(1+'07_Assumptions'!$B$4)^8+'05_Zijin_Assets'!K28/(1+'07_Assumptions'!$B$4)^9+'05_Zijin_Assets'!$K$28*'07_Assumptions'!$C$30/(1+'07_Assumptions'!$B$4)^9
06_Zijin_Valuation,C15,='05_Zijin_Assets'!D28/(1+'07_Assumptions'!$B$4)^1+'05_Zijin_Assets'!E28/(1+'07_Assumptions'!$B$4)^2+'05_Zijin_Assets'!F28/(1+'07_Assumptions'!$B$4)^3+'05_Zijin_Assets'!G28/(1+'07_Assumptions'!$B$4)^4+'05_Zijin_Assets'!H28/(1+'07_Assumptions'!$B$4)^5+'05_Zijin_Assets'!I28/(1+'07_Assumptions'!$B$4)^6+'05_Zijin_Assets'!J28/(1+'07_Assumptions'!$B$4)^7+'05_Zijin_Assets'!K28/(1+'07_Assumptions'!$B$4)^8+'05_Zijin_Assets'!$K$28*'07_Assumptions'!$C$30/(1+'07_Assumptions'!$B$4)^8
06_Zijin_Valuation,D15,='05_Zijin_Assets'!E28/(1+'07_Assumptions'!$B$4)^1+'05_Zijin_Assets'!F28/(1+'07_Assumptions'!$B$4)^2+'05_Zijin_Assets'!G28/(1+'07_Assumptions'!$B$4)^3+'05_Zijin_Assets'!H28/(1+'07_Assumptions'!$B$4)^4+'05_Zijin_Assets'!I28/(1+'07_Assumptions'!$B$4)^5+'05_Zijin_Assets'!J28/(1+'07_Assumptions'!$B$4)^6+'05_Zijin_Assets'!K28/(1+'07_Assumptions'!$B$4)^7+'05_Zijin_Assets'!$K$28*'07_Assumptions'!$C$30/(1+'07_Assumptions'!$B$4)^7
06_Zijin_Valuation,E15,='05_Zijin_Assets'!F28/(1+'07_Assumptions'!$B$4)^1+'05_Zijin_Assets'!G28/(1+'07_Assumptions'!$B$4)^2+'05_Zijin_Assets'!H28/(1+'07_Assumptions'!$B$4)^3+'05_Zijin_Assets'!I28/(1+'07_Assumptions'!$B$4)^4+'05_Zijin_Assets'!J28/(1+'07_Assumptions'!$B$4)^5+'05_Zijin_Assets'!K28/(1+'07_Assumptions'!$B$4)^6+'05_Zijin_Assets'!$K$28*'07_Assumptions'!$C$30/(1+'07_Assumptions'!$B$4)^6
06_Zijin_Valuation,F15,='05_Zijin_Assets'!G28/(1+'07_Assumptions'!$B$4)^1+'05_Zijin_Assets'!H28/(1+'07_Assumptions'!$B$4)^2+'05_Zijin_Assets'!I28/(1+'07_Assumptions'!$B$4)^3+'05_Zijin_Assets'!J28/(1+'07_Assumptions'!$B$4)^4+'05_Zijin_Assets'!K28/(1+'07_Assumptions'!$B$4)^5+'05_Zijin_Assets'!$K$28*'07_Assumptions'!$C$30/(1+'07_Assumptions'!$B$4)^5
06_Zijin_Valuation,G15,='05_Zijin_Assets'!H28/(1+'07_Assumptions'!$B$4)^1+'05_Zijin_Assets'!I28/(1+'07_Assumptions'!$B$4)^2+'05_Zijin_Assets'!J28/(1+'07_Assumptions'!$B$4)^3+'05_Zijin_Assets'!K28/(1+'07_Assumptions'!$B$4)^4+'05_Zijin_Assets'!$K$28*'07_Assumptions'!$C$30/(1+'07_Assumptions'!$B$4)^4
06_Zijin_Valuation,H15,='05_Zijin_Assets'!I28/(1+'07_Assumptions'!$B$4)^1+'05_Zijin_Assets'!J28/(1+'07_Assumptions'!$B$4)^2+'05_Zijin_Assets'!K28/(1+'07_Assumptions'!$B$4)^3+'05_Zijin_Assets'!$K$28*'07_Assumptions'!$C$30/(1+'07_Assumptions'!$B$4)^3
06_Zijin_Valuation,I15,='05_Zijin_Assets'!J28/(1+'07_Assumptions'!$B$4)^1+'05_Zijin_Assets'!K28/(1+'07_Assumptions'!$B$4)^2+'05_Zijin_Assets'!$K$28*'07_Assumptions'!$C$30/(1+'07_Assumptions'!$B$4)^2
06_Zijin_Valuation,J15,='05_Zijin_Assets'!K28/(1+'07_Assumptions'!$B$4)^1+'05_Zijin_Assets'!$K$28*'07_Assumptions'!$C$30/(1+'07_Assumptions'!$B$4)^1
06_Zijin_Valuation,K15,='05_Zijin_Assets'!K28*'07_Assumptions'!$C$30
06_Zijin_Valuation,B16,='05_Zijin_Assets'!C32/(1+'07_Assumptions'!$B$4)^1+'05_Zijin_Assets'!D32/(1+'07_Assumptions'!$B$4)^2+'05_Zijin_Assets'!E32/(1+'07_Assumptions'!$B$4)^3+'05_Zijin_Assets'!F32/(1+'07_Assumptions'!$B$4)^4+'05_Zijin_Assets'!G32/(1+'07_Assumptions'!$B$4)^5+'05_Zijin_Assets'!H32/(1+'07_Assumptions'!$B$4)^6+'05_Zijin_Assets'!I32/(1+'07_Assumptions'!$B$4)^7+'05_Zijin_Assets'!J32/(1+'07_Assumptions'!$B$4)^8+'05_Zijin_Assets'!K32/(1+'07_Assumptions'!$B$4)^9+'05_Zijin_Assets'!$K$32*'07_Assumptions'!$C$31/(1+'07_Assumptions'!$B$4)^9
09_Cu_Sensitivity,C4,=F19
09_Cu_Sensitivity,D4,=F24
09_Cu_Sensitivity,E4,=B27
09_Cu_Sensitivity,F4,=C27
09_Cu_Sensitivity,G4,=D27
09_Cu_Sensitivity,C5,=F35
09_Cu_Sensitivity,D5,=F40
09_Cu_Sensitivity,E5,=B43
09_Cu_Sensitivity,F5,=C43
09_Cu_Sensitivity,G5,=D43
09_Cu_Sensitivity,C6,=F51
09_Cu_Sensitivity,D6,=F56
09_Cu_Sensitivity,E6,=B59
09_Cu_Sensitivity,F6,=C59
09_Cu_Sensitivity,G6,=D59
09_Cu_Sensitivity,C7,=M19
09_Cu_Sensitivity,D7,=M24
09_Cu_Sensitivity,E7,=B28
09_Cu_Sensitivity,F7,=C28
09_Cu_Sensitivity,G7,=D28
09_Cu_Sensitivity,C8,=M35
09_Cu_Sensitivity,D8,=M40
09_Cu_Sensitivity,E8,=B44
09_Cu_Sensitivity,F8,=C44
09_Cu_Sensitivity,G8,=D44
09_Cu_Sensitivity,C9,=M51
09_Cu_Sensitivity,D9,=M56
09_Cu_Sensitivity,E9,=B60
09_Cu_Sensitivity,F9,=C60
09_Cu_Sensitivity,G9,=D60
09_Cu_Sensitivity,B15,='01_Copper_Market'!B4
09_Cu_Sensitivity,C15,=B15*'01_Copper_Market'!B12
09_Cu_Sensitivity,D15,='02_Shared_Julong'!B4*1000*(C15-'02_Shared_Julong'!B6)/1000000000
09_Cu_Sensitivity,E15,=D15*'02_Shared_Julong'!B9
09_Cu_Sensitivity,F15,=D15*'07_Assumptions'!$B$5+'03_Zangge_Unique'!B12+'03_Zangge_Unique'!B18
09_Cu_Sensitivity,G15,"=MAX(0,('05_Zijin_Assets'!B18*1000*C15*'07_Assumptions'!$B$13/1000000000-'05_Zijin_Assets'!B23-'05_Zijin_Assets'!B24))*(1-'07_Assumptions'!$B$14)*'05_Zijin_Assets'!B9"
